Identificador,Genero,Estado_Civil,Edad,Graduado,Profesion,Experiencia_Laboral,Puntuacion_Gasto,Tamano_Familiar,Segmento,Gasto_Average,Gasto_High,Gasto_Low
462870,Female,No,41,Yes,Artist,3.0,Low,3.0,D,False,False,True
464335,Male,Yes,50,Yes,Executive,4.0,High,3.0,C,False,True,False
461353,Male,Yes,50,Yes,Executive,0.0,High,4.0,A,False,True,False
463920,Female,No,28,Yes,Homemaker,8.0,Low,1.0,D,False,False,True
463712,Female,Yes,37,Yes,Doctor,1.0,Average,2.0,C,True,False,False
467465,Male,No,19,No,Healthcare,1.0,Low,6.0,D,False,False,True
463637,Female,No,30,Yes,Healthcare,1.0,Low,5.0,A,False,False,True
466917,Male,Yes,43,No,Executive,3.0,Low,3.0,B,False,False,True
464663,Male,Yes,73,No,Executive,1.0,High,2.0,D,False,True,False
460919,Female,No,19,No,Healthcare,0.0,Low,3.0,D,False,False,True
465000,Male,Yes,50,Yes,Executive,1.0,High,3.0,C,False,True,False
461226,Male,Yes,51,Yes,Artist,1.0,Low,2.0,D,False,False,True
467500,Female,Yes,32,Yes,Artist,4.0,High,2.0,C,False,True,False
461536,Female,No,39,Yes,Doctor,2.0,Low,1.0,B,False,False,True
464296,Male,No,43,Yes,Doctor,1.0,Low,4.0,A,False,False,True
463142,Female,No,33,Yes,Artist,5.0,Low,2.0,B,False,False,True
461004,Male,Yes,61,Yes,Artist,1.0,Average,3.0,C,True,False,False
462323,Female,Yes,70,Yes,Doctor,0.0,Average,2.0,C,True,False,False
467899,Male,Yes,66,Yes,Artist,1.0,Average,2.0,B,True,False,False
461941,Female,Yes,72,Yes,Artist,0.0,Low,1.0,C,False,False,True
461383,Male,Yes,71,Yes,Artist,0.0,High,2.0,B,False,True,False
466616,Male,No,18,No,Healthcare,8.0,Low,9.0,D,False,False,True
464658,Male,Yes,33,No,Artist,1.0,Average,2.0,B,True,False,False
460699,Male,No,28,Yes,Artist,9.0,Low,1.0,A,False,False,True
460180,Female,Yes,27,Yes,Marketing,11.0,Average,2.0,A,True,False,False
462683,Female,Yes,38,No,Engineer,1.0,Low,5.0,B,False,False,True
464988,Male,Yes,63,Yes,Artist,0.0,Average,7.0,C,True,False,False
466593,Male,Yes,70,Yes,Lawyer,0.0,High,3.0,A,False,True,False
464542,Female,No,26,Yes,Healthcare,10.0,Low,1.0,D,False,False,True
465678,Male,Yes,36,No,Entertainment,1.0,Low,2.0,A,False,False,True
467862,Female,Yes,47,Yes,Artist,0.0,Low,3.0,C,False,False,True
459394,Male,No,28,No,Entertainment,9.0,Low,2.0,A,False,False,True
460091,Female,No,26,Yes,Entertainment,1.0,Low,5.0,C,False,False,True
461023,Male,Yes,65,No,Lawyer,1.0,High,2.0,B,False,True,False
461260,Male,No,20,No,Marketing,1.0,Low,3.0,D,False,False,True
463632,Male,Yes,30,Yes,Artist,0.0,Average,2.0,C,True,False,False
460047,Male,No,41,Yes,Entertainment,8.0,Low,2.0,A,False,False,True
460378,Female,No,40,Yes,Doctor,1.0,Low,1.0,A,False,False,True
464758,Female,Yes,47,No,Engineer,1.0,Average,4.0,B,True,False,False
460931,Male,Yes,40,Yes,Entertainment,2.0,Average,5.0,A,True,False,False
463240,Female,Yes,53,No,Engineer,0.0,Average,3.0,A,True,False,False
461126,Female,No,28,Yes,Homemaker,1.0,Low,2.0,B,False,False,True
459698,Male,Yes,60,Yes,Artist,1.0,Low,2.0,A,False,False,True
461598,Female,No,27,Yes,Artist,8.0,Low,1.0,A,False,False,True
465979,Male,Yes,43,Yes,Artist,2.0,Low,2.0,B,False,False,True
463974,Female,No,33,Yes,Homemaker,7.0,Low,3.0,C,False,False,True
466231,Male,Yes,56,Yes,Entertainment,0.0,Average,2.0,C,True,False,False
459833,Male,Yes,70,Yes,Executive,1.0,High,2.0,C,False,True,False
462886,Male,Yes,70,No,Doctor,1.0,High,2.0,D,False,True,False
467628,Male,Yes,73,No,Executive,1.0,High,3.0,C,False,True,False
467488,Female,Yes,38,Yes,Entertainment,1.0,Average,2.0,A,True,False,False
465998,Female,No,40,Yes,Engineer,6.0,Low,3.0,D,False,False,True
459338,Male,Yes,88,No,Executive,1.0,Low,3.0,D,False,False,True
466942,Female,No,29,Yes,Healthcare,1.0,Low,4.0,D,False,False,True
467195,Male,Yes,27,Yes,Executive,1.0,High,2.0,A,False,True,False
466310,Female,Yes,40,Yes,Engineer,0.0,Average,2.0,B,True,False,False
467617,Male,Yes,82,Yes,Lawyer,1.0,Low,1.0,A,False,False,True
459975,Female,No,38,Yes,Artist,7.0,Low,1.0,B,False,False,True
464386,Male,Yes,39,Yes,Doctor,0.0,Average,3.0,B,True,False,False
462005,Male,Yes,39,Yes,Artist,0.0,Average,2.0,C,True,False,False
465859,Male,No,47,Yes,Artist,0.0,Low,1.0,A,False,False,True
464394,Male,Yes,75,Yes,Lawyer,0.0,High,2.0,A,False,True,False
466120,Female,Yes,37,No,Marketing,0.0,Low,4.0,D,False,False,True
460964,Male,Yes,84,No,Lawyer,1.0,High,2.0,A,False,True,False
461975,Female,No,42,Yes,Entertainment,6.0,Low,2.0,A,False,False,True
462172,Male,Yes,39,Yes,Doctor,0.0,Average,2.0,D,True,False,False
464563,Male,Yes,42,Yes,Artist,0.0,Average,2.0,B,True,False,False
464945,Female,Yes,40,Yes,Artist,1.0,Average,2.0,A,True,False,False
463688,Female,No,52,Yes,Doctor,1.0,Low,1.0,B,False,False,True
461750,Male,No,52,No,Artist,5.0,Low,1.0,B,False,False,True
464400,Male,No,31,Yes,Entertainment,0.0,Low,4.0,D,False,False,True
463052,Male,Yes,37,Yes,Marketing,1.0,Low,2.0,D,False,False,True
461372,Male,No,27,Yes,Artist,3.0,Low,1.0,A,False,False,True
463367,Female,No,35,Yes,Engineer,4.0,Low,4.0,C,False,False,True
467926,Male,Yes,79,Yes,Artist,0.0,High,2.0,C,False,True,False
461483,Female,No,28,Yes,Doctor,1.0,Low,4.0,C,False,False,True
467355,Male,No,31,No,Healthcare,0.0,Low,4.0,D,False,False,True
466416,Male,Yes,88,No,Executive,0.0,High,3.0,D,False,True,False
460330,Female,No,51,Yes,Entertainment,4.0,Low,1.0,A,False,False,True
459650,Male,Yes,38,Yes,Entertainment,1.0,Low,2.0,D,False,False,True
466789,Female,Yes,53,Yes,Artist,0.0,Average,2.0,B,True,False,False
466679,Female,No,43,Yes,Artist,8.0,Low,2.0,B,False,False,True
459362,Male,Yes,55,No,Executive,0.0,Low,2.0,A,False,False,True
466128,Male,No,35,Yes,Artist,4.0,Low,2.0,A,False,False,True
462474,Female,Yes,25,No,Engineer,1.0,Average,2.0,A,True,False,False
459782,Male,Yes,58,Yes,Artist,6.0,Average,4.0,C,True,False,False
463113,Female,No,32,Yes,Doctor,1.0,Low,6.0,D,False,False,True
466683,Female,Yes,49,No,Artist,1.0,Average,4.0,C,True,False,False
462103,Female,Yes,53,No,Entertainment,9.0,High,2.0,A,False,True,False
459227,Female,Yes,31,No,Engineer,9.0,Low,4.0,A,False,False,True
467761,Male,No,39,Yes,Artist,1.0,Low,2.0,B,False,False,True
459163,Male,No,42,Yes,Entertainment,1.0,Low,1.0,A,False,False,True
462455,Male,No,20,No,Healthcare,1.0,Low,5.0,D,False,False,True
460178,Male,Yes,50,Yes,Entertainment,1.0,Low,2.0,A,False,False,True
462803,Male,No,26,No,Doctor,0.0,Low,6.0,B,False,False,True
460427,Male,Yes,46,Yes,Artist,1.0,Average,3.0,C,True,False,False
466343,Male,No,30,Yes,Doctor,0.0,Low,2.0,A,False,False,True
461583,Female,Yes,60,Yes,Doctor,6.0,Average,2.0,C,True,False,False
466461,Male,Yes,84,No,Lawyer,0.0,Low,1.0,D,False,False,True
462689,Female,No,37,Yes,Homemaker,1.0,Low,1.0,D,False,False,True
462740,Male,Yes,63,Yes,Artist,6.0,Low,1.0,B,False,False,True
461355,Female,No,38,Yes,Healthcare,0.0,Low,2.0,D,False,False,True
465009,Male,Yes,51,Yes,Entertainment,0.0,Average,4.0,C,True,False,False
467658,Male,No,20,No,Healthcare,0.0,Low,4.0,D,False,False,True
462837,Female,No,25,No,Healthcare,14.0,Low,3.0,D,False,False,True
463907,Female,No,33,Yes,Doctor,0.0,Low,5.0,D,False,False,True
462728,Female,No,31,No,Engineer,0.0,Low,1.0,D,False,False,True
461175,Male,Yes,57,Yes,Healthcare,1.0,Low,3.0,B,False,False,True
464872,Male,Yes,42,Yes,Artist,1.0,Low,4.0,B,False,False,True
460830,Male,Yes,40,No,Entertainment,2.0,Average,5.0,B,True,False,False
459741,Male,Yes,66,No,Lawyer,0.0,High,3.0,B,False,True,False
461154,Male,No,21,No,Homemaker,0.0,Low,4.0,A,False,False,True
464990,Male,Yes,73,No,Executive,1.0,High,2.0,B,False,True,False
467886,Female,Yes,46,Yes,Artist,0.0,Low,2.0,C,False,False,True
459201,Female,Yes,66,Yes,Artist,0.0,Average,2.0,C,True,False,False
463357,Male,Yes,27,Yes,Doctor,0.0,Average,2.0,D,True,False,False
460539,Female,Yes,35,Yes,Homemaker,1.0,Low,3.0,D,False,False,True
462380,Female,Yes,53,No,Artist,1.0,High,4.0,A,False,True,False
459884,Male,Yes,80,No,Lawyer,8.0,Low,1.0,D,False,False,True
461651,Female,Yes,63,Yes,Artist,1.0,Average,3.0,C,True,False,False
465336,Female,No,41,Yes,Doctor,9.0,Low,1.0,A,False,False,True
461338,Male,Yes,43,Yes,Artist,1.0,Average,4.0,C,True,False,False
461050,Male,Yes,47,Yes,Artist,1.0,High,3.0,B,False,True,False
460485,Female,No,18,No,Marketing,9.0,Low,5.0,B,False,False,True
467901,Female,No,33,Yes,Entertainment,1.0,Low,4.0,B,False,False,True
463713,Male,No,30,No,Engineer,9.0,Low,3.0,D,False,False,True
464278,Male,Yes,85,Yes,Executive,1.0,High,2.0,D,False,True,False
461192,Female,Yes,46,Yes,Artist,1.0,High,3.0,C,False,True,False
462285,Male,Yes,48,Yes,Doctor,1.0,Low,2.0,A,False,False,True
463044,Male,Yes,80,Yes,Lawyer,1.0,High,2.0,B,False,True,False
463086,Male,No,33,Yes,Artist,8.0,Low,3.0,A,False,False,True
459595,Female,Yes,36,Yes,Artist,4.0,High,7.0,C,False,True,False
461419,Male,Yes,27,No,Entertainment,3.0,Average,2.0,B,True,False,False
465767,Male,No,28,No,Healthcare,0.0,Low,5.0,B,False,False,True
460598,Female,Yes,35,Yes,Doctor,0.0,Average,3.0,A,True,False,False
460714,Male,No,26,Yes,Entertainment,1.0,Low,3.0,D,False,False,True
466482,Female,Yes,39,Yes,Homemaker,1.0,Average,3.0,A,True,False,False
461584,Female,Yes,56,Yes,Artist,1.0,High,4.0,B,False,True,False
462066,Female,No,26,Yes,Artist,13.0,Low,2.0,B,False,False,True
463369,Male,Yes,31,Yes,Entertainment,4.0,Low,2.0,B,False,False,True
466586,Male,No,21,No,Healthcare,0.0,Low,2.0,D,False,False,True
464649,Male,Yes,39,No,Entertainment,1.0,Average,4.0,A,True,False,False
463209,Female,No,51,Yes,Artist,0.0,Low,1.0,C,False,False,True
466298,Male,Yes,45,No,Doctor,0.0,Low,4.0,A,False,False,True
466929,Female,No,33,Yes,Homemaker,11.0,Low,3.0,D,False,False,True
466702,Male,Yes,62,Yes,Lawyer,0.0,Low,1.0,C,False,False,True
459238,Female,Yes,80,Yes,Lawyer,1.0,High,2.0,A,False,True,False
463904,Male,Yes,77,Yes,Executive,1.0,Low,1.0,D,False,False,True
463996,Female,No,29,No,Healthcare,1.0,Low,5.0,D,False,False,True
462208,Female,Yes,33,No,Engineer,7.0,Average,5.0,B,True,False,False
461755,Male,No,29,No,Artist,1.0,Low,3.0,A,False,False,True
466736,Female,No,20,No,Healthcare,1.0,Low,3.0,D,False,False,True
466872,Male,Yes,43,Yes,Artist,1.0,Low,2.0,B,False,False,True
467104,Female,No,18,No,Healthcare,1.0,Low,3.0,D,False,False,True
463476,Male,Yes,53,Yes,Artist,3.0,Average,3.0,B,True,False,False
463953,Male,Yes,28,Yes,Entertainment,3.0,Average,3.0,B,True,False,False
462202,Female,No,43,Yes,Entertainment,1.0,Low,4.0,A,False,False,True
467830,Male,No,31,Yes,Entertainment,1.0,Low,3.0,D,False,False,True
463752,Female,No,28,Yes,Healthcare,1.0,Low,2.0,D,False,False,True
461770,Male,Yes,65,Yes,Artist,1.0,Low,2.0,A,False,False,True
466525,Male,Yes,33,Yes,Artist,0.0,Average,2.0,B,True,False,False
462349,Male,Yes,49,Yes,Artist,0.0,Average,6.0,C,True,False,False
463964,Male,No,33,No,Healthcare,1.0,Low,4.0,C,False,False,True
459353,Male,Yes,53,Yes,Artist,6.0,Average,2.0,C,True,False,False
459709,Female,Yes,47,Yes,Artist,7.0,Average,4.0,C,True,False,False
461858,Male,No,31,No,Entertainment,1.0,Low,7.0,D,False,False,True
460450,Male,Yes,52,Yes,Executive,1.0,High,4.0,B,False,True,False
466520,Male,Yes,61,Yes,Engineer,2.0,Average,2.0,B,True,False,False
467646,Male,No,31,No,Healthcare,1.0,Low,7.0,D,False,False,True
460780,Female,No,30,Yes,Healthcare,1.0,Low,2.0,A,False,False,True
463514,Male,Yes,63,Yes,Entertainment,1.0,Average,2.0,C,True,False,False
465105,Male,Yes,69,No,Executive,9.0,Average,2.0,B,True,False,False
460445,Male,No,29,Yes,Engineer,0.0,Low,4.0,D,False,False,True
462961,Female,Yes,56,No,Engineer,1.0,Average,5.0,B,True,False,False
463932,Female,Yes,72,Yes,Artist,1.0,Average,3.0,B,True,False,False
459145,Male,Yes,88,No,Lawyer,1.0,Low,1.0,A,False,False,True
465651,Male,No,30,No,Engineer,1.0,Low,4.0,D,False,False,True
463721,Female,No,31,Yes,Healthcare,1.0,Low,4.0,B,False,False,True
467369,Male,No,41,Yes,Artist,2.0,Low,3.0,A,False,False,True
461361,Female,No,31,Yes,Healthcare,9.0,Low,7.0,D,False,False,True
465608,Male,No,20,No,Healthcare,1.0,Low,5.0,D,False,False,True
464793,Female,Yes,26,No,Marketing,7.0,High,3.0,A,False,True,False
463736,Male,Yes,48,No,Entertainment,1.0,Average,5.0,C,True,False,False
462799,Male,No,26,No,Healthcare,1.0,Low,3.0,D,False,False,True
459006,Male,No,20,No,Healthcare,1.0,Low,4.0,D,False,False,True
460204,Male,Yes,41,Yes,Artist,4.0,Low,4.0,A,False,False,True
465257,Male,No,20,Yes,Healthcare,4.0,Low,5.0,D,False,False,True
466762,Male,Yes,63,Yes,Homemaker,1.0,Low,3.0,B,False,False,True
464318,Male,Yes,88,Yes,Executive,1.0,Low,1.0,D,False,False,True
459634,Female,No,39,Yes,Engineer,1.0,Low,3.0,B,False,False,True
465416,Male,Yes,55,No,Engineer,1.0,High,4.0,A,False,True,False
467275,Male,No,32,Yes,Healthcare,1.0,Low,3.0,D,False,False,True
462117,Male,No,32,Yes,Entertainment,1.0,Low,2.0,D,False,False,True
460710,Female,Yes,38,Yes,Artist,0.0,Average,3.0,A,True,False,False
460098,Female,Yes,62,Yes,Engineer,1.0,Low,1.0,B,False,False,True
465787,Male,No,18,No,Healthcare,1.0,Low,5.0,D,False,False,True
463365,Male,Yes,67,No,Executive,1.0,High,2.0,D,False,True,False
464042,Female,Yes,42,Yes,Artist,9.0,Low,2.0,B,False,False,True
467627,Female,No,45,Yes,Engineer,0.0,Low,1.0,A,False,False,True
464720,Male,Yes,46,No,Doctor,0.0,Average,3.0,D,True,False,False
461123,Male,No,20,No,Healthcare,2.0,Low,4.0,D,False,False,True
465413,Female,Yes,41,Yes,Engineer,0.0,High,3.0,A,False,True,False
465126,Female,Yes,35,No,Engineer,7.0,Average,4.0,A,True,False,False
465950,Female,Yes,52,Yes,Artist,6.0,Low,2.0,A,False,False,True
466734,Female,Yes,63,Yes,Artist,1.0,Average,4.0,B,True,False,False
466222,Male,Yes,51,No,Executive,5.0,Low,3.0,C,False,False,True
466142,Female,Yes,29,Yes,Entertainment,0.0,Average,2.0,A,True,False,False
467888,Male,No,27,No,Doctor,0.0,Low,4.0,B,False,False,True
461992,Female,No,37,Yes,Doctor,1.0,Low,1.0,A,False,False,True
460522,Female,Yes,29,No,Homemaker,1.0,Average,2.0,C,True,False,False
459973,Female,No,50,Yes,Artist,0.0,Low,2.0,A,False,False,True
460695,Male,Yes,74,Yes,Lawyer,1.0,Low,1.0,A,False,False,True
464260,Female,Yes,72,Yes,Artist,3.0,Average,3.0,C,True,False,False
464140,Female,Yes,83,Yes,Lawyer,1.0,High,2.0,B,False,True,False
465606,Male,Yes,37,Yes,Engineer,1.0,Average,3.0,A,True,False,False
459050,Female,No,19,No,Healthcare,0.0,Low,3.0,D,False,False,True
462330,Female,No,30,No,Artist,1.0,Low,1.0,B,False,False,True
459940,Female,No,46,Yes,Engineer,1.0,Low,2.0,B,False,False,True
466352,Female,Yes,65,Yes,Doctor,1.0,Low,2.0,B,False,False,True
463558,Female,Yes,88,Yes,Lawyer,1.0,Average,2.0,C,True,False,False
460049,Male,Yes,43,Yes,Entertainment,0.0,Average,2.0,A,True,False,False
464148,Male,Yes,50,Yes,Executive,9.0,High,3.0,C,False,True,False
465503,Male,No,35,Yes,Artist,8.0,Low,2.0,D,False,False,True
465082,Male,Yes,67,Yes,Lawyer,0.0,Low,1.0,A,False,False,True
459832,Male,Yes,66,Yes,Executive,0.0,Low,1.0,B,False,False,True
464609,Female,No,39,Yes,Artist,3.0,Low,2.0,C,False,False,True
466703,Female,Yes,46,Yes,Homemaker,0.0,Average,3.0,C,True,False,False
466864,Female,No,32,No,Homemaker,8.0,Low,1.0,D,False,False,True
461458,Female,No,40,Yes,Artist,6.0,Low,1.0,B,False,False,True
459218,Male,Yes,88,Yes,Lawyer,0.0,High,3.0,C,False,True,False
462860,Male,No,30,Yes,Healthcare,8.0,Low,5.0,D,False,False,True
462033,Male,No,32,Yes,Entertainment,1.0,Low,1.0,A,False,False,True
467695,Male,Yes,43,No,Marketing,1.0,Low,2.0,D,False,False,True
463090,Female,Yes,55,No,Engineer,3.0,Average,2.0,B,True,False,False
459219,Female,Yes,47,Yes,Artist,0.0,Average,3.0,C,True,False,False
460148,Female,Yes,73,No,Engineer,1.0,Low,3.0,A,False,False,True
461603,Male,No,39,Yes,Artist,1.0,Low,1.0,C,False,False,True
466359,Male,No,22,No,Healthcare,0.0,Low,4.0,D,False,False,True
464655,Male,Yes,39,Yes,Artist,0.0,Average,5.0,A,True,False,False
466088,Female,No,31,No,Healthcare,0.0,Low,7.0,B,False,False,True
461205,Male,No,27,Yes,Healthcare,1.0,Low,3.0,D,False,False,True
462822,Male,No,19,No,Healthcare,0.0,Low,4.0,D,False,False,True
459076,Male,Yes,69,No,Doctor,0.0,Average,2.0,C,True,False,False
463410,Male,Yes,37,No,Doctor,1.0,Average,2.0,B,True,False,False
463879,Male,Yes,45,Yes,Executive,0.0,High,2.0,C,False,True,False
462827,Female,No,22,No,Doctor,1.0,Low,3.0,A,False,False,True
461500,Female,No,26,Yes,Doctor,0.0,Low,3.0,B,False,False,True
461553,Male,No,39,Yes,Artist,1.0,Low,3.0,A,False,False,True
467912,Male,Yes,61,Yes,Entertainment,1.0,Low,2.0,A,False,False,True
465029,Female,Yes,74,No,Lawyer,1.0,High,2.0,C,False,True,False
460062,Male,No,29,Yes,Artist,4.0,Low,1.0,D,False,False,True
462863,Male,No,29,Yes,Homemaker,5.0,Low,1.0,D,False,False,True
460465,Male,No,36,No,Executive,0.0,Low,3.0,D,False,False,True
460335,Female,No,63,Yes,Doctor,0.0,Low,2.0,B,False,False,True
466067,Male,Yes,69,Yes,Artist,0.0,Average,5.0,C,True,False,False
463962,Female,Yes,35,Yes,Artist,12.0,Low,2.0,B,False,False,True
459807,Male,Yes,81,Yes,Lawyer,1.0,Low,1.0,A,False,False,True
463364,Female,Yes,71,No,Lawyer,1.0,High,2.0,B,False,True,False
463599,Female,No,31,No,Healthcare,10.0,Low,2.0,C,False,False,True
462686,Male,Yes,41,Yes,Entertainment,9.0,Average,4.0,A,True,False,False
462949,Male,Yes,35,No,Homemaker,1.0,Average,3.0,B,True,False,False
460275,Female,No,52,Yes,Artist,6.0,Low,1.0,A,False,False,True
461184,Male,No,19,No,Healthcare,1.0,Low,4.0,D,False,False,True
460728,Female,Yes,39,Yes,Artist,0.0,Low,1.0,B,False,False,True
462416,Male,Yes,45,No,Artist,0.0,Low,2.0,B,False,False,True
460846,Female,No,19,No,Marketing,1.0,Low,4.0,D,False,False,True
459542,Male,No,23,No,Healthcare,2.0,Low,5.0,D,False,False,True
459080,Male,Yes,77,No,Lawyer,0.0,Low,2.0,D,False,False,True
463106,Female,Yes,84,Yes,Lawyer,0.0,Low,1.0,B,False,False,True
464728,Male,Yes,47,No,Entertainment,1.0,High,4.0,D,False,True,False
466474,Male,No,29,Yes,Entertainment,6.0,Low,3.0,A,False,False,True
461711,Female,No,35,Yes,Artist,8.0,Low,3.0,A,False,False,True
460347,Male,Yes,40,Yes,Artist,14.0,Low,2.0,C,False,False,True
467689,Male,No,35,No,Healthcare,1.0,Low,1.0,D,False,False,True
460260,Male,No,20,No,Healthcare,0.0,Low,3.0,D,False,False,True
466344,Male,No,43,Yes,Entertainment,0.0,Low,2.0,A,False,False,True
466437,Male,Yes,56,No,Executive,0.0,Low,1.0,D,False,False,True
460423,Female,Yes,53,Yes,Artist,3.0,Low,1.0,A,False,False,True
459590,Male,Yes,22,No,Executive,1.0,High,3.0,D,False,True,False
464668,Male,Yes,32,No,Healthcare,1.0,High,4.0,D,False,True,False
463049,Male,Yes,51,No,Executive,2.0,High,5.0,A,False,True,False
460458,Female,No,41,No,Marketing,1.0,Low,3.0,D,False,False,True
462407,Male,Yes,37,No,Doctor,2.0,Average,4.0,A,True,False,False
459450,Male,Yes,55,Yes,Artist,4.0,Average,4.0,A,True,False,False
463255,Male,No,42,Yes,Entertainment,3.0,Low,2.0,A,False,False,True
462574,Male,No,20,No,Healthcare,1.0,Low,5.0,D,False,False,True
465761,Female,No,42,Yes,Artist,12.0,Low,2.0,A,False,False,True
467728,Female,Yes,38,No,Engineer,1.0,High,5.0,B,False,True,False
465841,Female,No,52,Yes,Engineer,3.0,Low,1.0,A,False,False,True
460117,Female,Yes,48,Yes,Marketing,9.0,Low,1.0,D,False,False,True
466619,Male,Yes,37,Yes,Entertainment,5.0,Average,2.0,C,True,False,False
461722,Male,No,27,No,Doctor,1.0,Low,3.0,B,False,False,True
460898,Male,Yes,48,No,Artist,3.0,Average,4.0,B,True,False,False
463627,Female,No,25,Yes,Marketing,5.0,Low,2.0,D,False,False,True
460403,Female,No,56,Yes,Doctor,3.0,Low,1.0,A,False,False,True
459818,Female,Yes,68,No,Lawyer,1.0,Low,1.0,D,False,False,True
463732,Male,No,21,No,Healthcare,0.0,Low,4.0,D,False,False,True
462499,Female,Yes,72,No,Lawyer,8.0,Average,2.0,D,True,False,False
467112,Male,No,43,Yes,Artist,1.0,Low,2.0,B,False,False,True
459902,Male,Yes,52,Yes,Lawyer,8.0,High,2.0,C,False,True,False
463233,Male,Yes,50,No,Executive,0.0,Average,5.0,B,True,False,False
467721,Male,No,41,Yes,Entertainment,0.0,Low,1.0,D,False,False,True
465915,Male,Yes,40,Yes,Entertainment,8.0,Average,2.0,B,True,False,False
464506,Male,No,32,Yes,Healthcare,8.0,Low,2.0,D,False,False,True
460624,Male,Yes,57,Yes,Homemaker,5.0,High,2.0,A,False,True,False
462020,Female,No,25,Yes,Artist,13.0,Low,2.0,C,False,False,True
464320,Male,Yes,74,No,Lawyer,0.0,High,2.0,A,False,True,False
467687,Male,No,38,Yes,Entertainment,1.0,Low,4.0,D,False,False,True
461561,Female,Yes,46,Yes,Artist,0.0,Average,2.0,C,True,False,False
465953,Female,No,50,Yes,Artist,1.0,Low,1.0,D,False,False,True
463309,Male,Yes,50,Yes,Artist,0.0,Average,2.0,B,True,False,False
459134,Female,Yes,69,Yes,Lawyer,0.0,High,2.0,C,False,True,False
464195,Male,No,29,Yes,Artist,0.0,Low,1.0,A,False,False,True
467696,Male,Yes,84,Yes,Lawyer,1.0,High,3.0,B,False,True,False
459586,Male,Yes,73,No,Executive,1.0,Low,3.0,C,False,False,True
466504,Male,Yes,38,No,Executive,9.0,High,5.0,B,False,True,False
466792,Female,Yes,82,No,Lawyer,0.0,Low,1.0,A,False,False,True
459875,Male,Yes,71,No,Lawyer,0.0,High,3.0,A,False,True,False
463837,Female,Yes,50,No,Engineer,0.0,Low,3.0,B,False,False,True
465384,Male,Yes,56,Yes,Artist,0.0,High,2.0,B,False,True,False
462050,Male,No,19,No,Healthcare,4.0,Low,3.0,D,False,False,True
465268,Male,Yes,29,No,Executive,12.0,Low,3.0,B,False,False,True
461370,Male,No,26,Yes,Doctor,1.0,Low,3.0,D,False,False,True
464225,Female,No,31,No,Doctor,1.0,Low,5.0,C,False,False,True
466665,Male,Yes,42,Yes,Artist,0.0,Average,2.0,A,True,False,False
462290,Female,No,33,Yes,Doctor,1.0,Low,1.0,B,False,False,True
459326,Male,Yes,35,No,Healthcare,1.0,Low,5.0,D,False,False,True
464926,Female,Yes,46,No,Engineer,0.0,High,3.0,A,False,True,False
460343,Female,No,67,Yes,Artist,0.0,Low,2.0,B,False,False,True
463626,Female,No,35,No,Artist,7.0,Low,2.0,D,False,False,True
464266,Male,No,28,No,Doctor,8.0,Low,3.0,A,False,False,True
464491,Female,No,43,No,Doctor,8.0,Low,1.0,D,False,False,True
467698,Female,Yes,40,No,Artist,3.0,Average,3.0,A,True,False,False
463440,Female,Yes,73,Yes,Artist,0.0,Average,3.0,C,True,False,False
463602,Female,No,21,No,Healthcare,8.0,Low,4.0,D,False,False,True
464706,Female,No,32,No,Doctor,1.0,Low,3.0,D,False,False,True
467220,Female,No,36,No,Artist,1.0,Low,3.0,D,False,False,True
460313,Male,No,32,Yes,Artist,13.0,Low,3.0,A,False,False,True
465497,Male,No,25,No,Homemaker,14.0,Low,3.0,A,False,False,True
465846,Female,No,40,Yes,Artist,5.0,Low,1.0,A,False,False,True
463374,Female,No,19,No,Healthcare,0.0,Low,3.0,D,False,False,True
462704,Male,Yes,48,Yes,Executive,5.0,High,5.0,B,False,True,False
462160,Female,No,36,Yes,Artist,3.0,Low,3.0,C,False,False,True
461365,Male,No,27,No,Healthcare,1.0,Low,3.0,D,False,False,True
464205,Female,Yes,82,No,Entertainment,0.0,High,2.0,B,False,True,False
459294,Male,No,23,No,Healthcare,9.0,Low,4.0,D,False,False,True
460318,Male,No,30,Yes,Entertainment,14.0,Low,3.0,D,False,False,True
467967,Male,No,30,Yes,Entertainment,8.0,Low,4.0,A,False,False,True
461797,Male,No,30,Yes,Healthcare,1.0,Low,3.0,D,False,False,True
462980,Male,No,28,Yes,Entertainment,1.0,Low,5.0,C,False,False,True
462361,Male,Yes,60,Yes,Artist,0.0,Low,2.0,A,False,False,True
461855,Female,Yes,52,Yes,Artist,1.0,Average,2.0,C,True,False,False
461069,Female,No,19,No,Healthcare,1.0,Low,3.0,D,False,False,True
467522,Female,No,19,No,Healthcare,0.0,Low,2.0,D,False,False,True
463327,Male,Yes,40,No,Executive,1.0,Low,5.0,D,False,False,True
459824,Male,No,38,Yes,Entertainment,8.0,Low,1.0,D,False,False,True
461051,Female,Yes,71,Yes,Entertainment,1.0,Average,2.0,B,True,False,False
461142,Female,No,40,Yes,Engineer,1.0,Low,3.0,B,False,False,True
461521,Male,Yes,68,Yes,Artist,0.0,High,2.0,B,False,True,False
459422,Male,Yes,50,Yes,Entertainment,1.0,Low,4.0,A,False,False,True
467792,Male,No,21,No,Healthcare,0.0,Low,4.0,D,False,False,True
467432,Male,No,29,Yes,Healthcare,1.0,Low,3.0,B,False,False,True
464016,Female,Yes,29,Yes,Entertainment,0.0,High,1.0,A,False,True,False
